questionID,originalQuestionID,totalPossiblePoint,AnswerKey,isMultipleChoiceQuestion,includesDiagram,examName,schoolGrade,year,question,subject,category
WashingtonMSP_2012_8_4,4,1,B,1,1,Washington MSP,8,2012,"Hot Lamp Brandi and Jerry did the following controlled experiment to find out how the color of an object affects its temperature. Question: What is the effect of different lid colors on the air temperature inside a glass jar exposed to a lamp? Hypothesis: The darker the lid color, the greater the increase in air temperature in the glass jar, because darker colors absorb more energy. Materials: glass jar lamp four colored lids: black, dark gray, light gray, and white thermometer meterstick stopwatch {img:images/StatesDMC-DA/8thGr/WA-MSP/WA-MSP_8_2012_1.png} Procedure: 1. Put the black lid with the attached thermometer on the glass jar. 2. Make sure the starting temperature inside the jar is 24° C. 3. Place lamp 5 centimeters away from the lid and turn on the lamp. 4. After 10 minutes measure the air temperature inside the glass jar and record as Trial 1. 5. Turn off lamp and wait until the air in the jar returns to the starting temperature. 6. Repeat steps 2 through 5 for Trials 2 and 3. 7. Repeat steps 1 through 6 for the dark gray, light gray, and white lids. 8. Calculate and record the average air temperature for each lid color. Data: {img:images/StatesDMC-DA/8thGr/WA-MSP/WA-MSP_8_2012_2.png} What was the purpose of waiting until the air in the jar returned to the starting temperature in Brandi and Jerry's experiment? (A) To have the same time between trials (B) To keep a variable the same for every trial (C) To allow the lamp to cool down after every trial (D) To provide time to change the lid color between trials",,Dev
ACTAAP_2007_7_10,10,1,C,1,1,ACTAAP,7,2007,The graph below shows a population trend of Earth. {img:images/States2017/AR/AR_7thGr_2007_2.png} What will most likely be the population of Earth in the year 2050? (A) 6 billion (B) 9 billion (C) 12 billion (D) 20 billion,science,Test
ACTAAP_2007_7_37,37,1,D,1,1,ACTAAP,7,2007,"This graph shows four 1-kg blocks of wood with different surface areas and the time it takes to burn them completely. {img:images/States2017/AR/AR_7thGr_2007_4.png} What can you conclude from these data? (A) The surface area does not affect the time it takes to burn the wood. (B) As the surface area of the wood decreases, the time it takes to burn increases. (C) As the surface area of the wood increases, the time it takes to burn decreases. (D) As the surface area of the wood increases, the time it takes to burn increases.",science,Test
ACTAAP_2007_7_38,38,1,B,1,1,ACTAAP,7,2007,The diagram below shows the life cycle of a house spider and a monarch butterfly. {img:images/States2017/AR/AR_7thGr_2007_5.png} How do a house spider and a monarch butterfly have similar life cycles? (A) They give birth to live young. (B) They do not care for their young. (C) They carry an egg sac as it matures. (D) They lay their eggs in special places to keep them warm.,science,Test
ACTAAP_2007_7_7,7,1,C,1,1,ACTAAP,7,2007,"Your class conducts an experiment on the ability of certain substances, either when solid or when dissolved in water, to conduct electricity. Your class obtains the data below. {img:images/States2017/AR/AR_7thGr_2007_1.png} What is a possible conclusion based on these data? (A) All solids do not conduct electricity. (B) Water conducts electricity for covalent compounds but not ionic compounds. (C) Ionic compounds conduct electricity when dissolved in water but not when solid. (D) Covalent compounds do not have electrons and thus are able to conduct electricity.",science,Test
ACTAAP_2008_7_11,11,1,A,1,1,ACTAAP,7,2008,Which body system is depicted in the diagram below? {img:images/States2017/AK/AK_Gr7_2008_3.png} (A) digestive (B) circulatory (C) respiratory (D) reproductive,science,Test
ACTAAP_2008_7_6,6,1,D,1,1,ACTAAP,7,2008,"The table below gives four fossils that have been found by an archaeologist. {img:images/States2017/AK/AK_Gr7_2008_2.png} Which fossil is most likely to have come from a location that once had a cold, snowy climate? (A) Fossil 1 (B) Fossil 2 (C) Fossil 3 (D) Fossil 4",science,Test
ACTAAP_2008_7_9,9,1,C,1,1,ACTAAP,7,2008,The table below shows four unknown geographic locations. {img:images/States2017/AK/AK_Gr7_2008_1.png} Which is most likely located near the equator? (A) Location 1 (B) Location 2 (C) Location 3 (D) Location 4,science,Test
ACTAAP_2009_7_1,1,1,B,1,1,ACTAAP,7,2009,"A group of students is investigating how long it takes for mold to grow on slices of bread at different temperatures. {img:images/States2017/AR/AR_7thGr_2009_1.png} Which is the best means of collecting data for this investigation? (A) Check each piece of bread for mold once a week (B) Check each piece of bread daily until mold appears (C) Check the warm bread daily and the cool bread once a week (D) Check only the warm bread daily, since the cool bread is a control",science,Test
ACTAAP_2009_7_10,10,1,D,1,1,ACTAAP,7,2009,The following drawing illustrates a flower of a certain type of angiosperm. {img:images/States2017/AR/AR_7thGr_2009_3.png} Which organ system in vertebrates is similar in function to the flower shown? (A) The skeletal system (B) The circulatory system (C) The respiratory system (D) The reproductive system,science,Test
ACTAAP_2009_7_15,15,1,B,1,1,ACTAAP,7,2009,"The drawing below shows two books on a table. {img:images/States2017/AR/AR_7thGr_2009_4.png} Amanda places a book cover under each book. She quickly pulls out each cover, and the books do not move. Which of Newton's laws does Amanda's investigation best demonstrate? (A) The second because the books have different sizes and masses. (B) The first because the books stay at rest while the covers are moved. (C) The third because the books do not move in the same direction as the covers. (D) The second because the books do not have the same surface area and friction.",science,Test
ACTAAP_2010_7_5,5,1,B,1,1,ACTAAP,7,2010,"Students performed an investigation using a set of in-line skates and several identical balls. One student wore the skates and stood on a level surface. Each time this student threw a ball, the other students measured his motion. {img:images/States2017/AR/AR_7thGr_2010_2.png} Which of the following would the students' investigation best demonstrate? (A) Newton's first law of motion (B) Newton's third law of motion (C) Gravitational energy overcoming friction (D) Kinetic energy changing to potential energy",science,Test
ACTAAP_2010_7_6,6,1,D,1,1,ACTAAP,7,2010,The map below highlights one of the major climatic regions of Earth. {img:images/States2017/AR/AR_7thGr_2010_3.png} Which of these statements best describes the climate of this region of Earth? (A) It has extremely cold winters and hot summers. (B) It has extremely cold winters and cold summers. (C) It is hot all year with low amounts of precipitation. (D) It is warm all year with high amounts of precipitation.,science,Test
ACTAAP_2010_7_9,9,1,D,1,1,ACTAAP,7,2010,"Students are trying to model the cause of planetary years. They have a rotating tray, a light source, and a ball to represent the planet. Position A is the center of the tray, Position B is at the edge of the tray, and Position C is on the table next to the tray. {img:images/States2017/AR/AR_7thGr_2010_4.png} Where should the students place the light and the ball so that the rotating tray will model the cause of planetary years? (A) Ball at Position A, light at Position B (B) Ball at Position C, light at Position A (C) Light at Position B, ball at Position C (D) Light at Position A, ball at Position B",science,Test
ACTAAP_2012_7_17,17,1,A,1,1,ACTAAP,7,2012,Which shows how a compass would act when placed near a bar magnet lying on a table? (A) {img:images/States2017/AR/AR_7thGr_2012_6.png} (B) {img:images/States2017/AR/AR_7thGr_2012_7.png} (C) {img:images/States2017/AR/AR_7thGr_2012_8.png} (D) {img:images/States2017/AR/AR_7thGr_2012_9.png},science,Test
ACTAAP_2013_7_7,7,1,D,1,1,ACTAAP,7,2013,"The table below lists the masses and distances from the Sun for four planets. {img:images/States2017/AR/AR_7thGr_2013_2.png} Based on the data in the table, which of these planets takes the longest time to circle the Sun? (A) Saturn (B) Jupiter (C) Uranus (D) Neptune",science,Test
ACTAAP_2014_7_15,15,1,A,1,1,ACTAAP,7,2014,{img:images/States2017/AR/AR_7thGr_2014_4.png} How should the first and second blanks be filled in to complete the Venn diagram above? (A) First blank = Has a tail Second blank = Has a round shape (B) First blank = Does not move very much Second blank = Has a tail (C) First blank = Has a round shape Second blank = Many produced at the same time (D) First blank = Only one produced at a time Second blank = Many produced at the same time,science,Test
ACTAAP_2014_7_8,8,1,B,1,1,ACTAAP,7,2014,A student is modeling the night and day cycle of Earth using a light bulb and a globe as shown below. {img:images/States2017/AR/AR_7thGr_2014_3.png} How can the student best model the night and day cycle? (A) turn the bulb on and off (B) spin the globe on its axis (C) move the bulb in a circle around the globe (D) move the globe in a circle around the bulb,science,Test
ACTAAP_2015_7_6,6,1,C,1,1,ACTAAP,7,2015,Eleven students built bottle rockets. The flight time for each bottle rocket is listed below. {img:images/States2017/AR/AR_7thGr_2015_3.png} What is the median flight time for these bottle rockets? (A) 22 seconds (B) 25 seconds (C) 26 seconds (D) 27 seconds,science,Test
AIMS_2008_8_15,15,1,B,1,1,AIMS,8,2008,"Look at the velocity-time graph below. {img:images/States2017/AZ/AZ_Gr8_2008_7.png} According to the graph, the acceleration of the object is (A) constant (B) decreasing (C) increasing (D) zero",science,Test
AIMS_2008_8_16,16,1,D,1,1,AIMS,8,2008,"A recent study focused on the color variations of a certain species of mouse living in two neighboring habitats. Habitat 1 is a dark-colored, hardened lava bed, and habitat 2 is desert scrub with light-colored soil at the edge of the lava bed. The graph shows the percent of dark-colored and light-colored mice captured in each habitat. {img:images/States2017/AZ/AZ_Gr8_2008_8.png} Which hypothesis was most likely being tested in this investigation? (A) Individuals of a species always stay in the same environment. (B) Individuals of a species are the same size in any environment. (C) Individuals of a species living in different habitats are different sizes. (D) Individuals of a species living in different habitats have different colors of fur.",science,Test
AIMS_2008_8_17,17,1,C,1,1,AIMS,8,2008,"A recent study focused on the color variations of a certain species of mouse living in two neighboring habitats. Habitat 1 is a dark-colored, hardened lava bed, and habitat 2 is desert scrub with light-colored soil at the edge of the lava bed. The graph shows the percent of dark-colored and light-colored mice captured in each habitat. {img:images/States2017/AZ/AZ_Gr8_2008_8.png} The scientist who conducted this study claimed that the results could be used to predict color variation in other mouse populations throughout Arizona. Which statement best explains why this claim is questionable? (A) The scientist did not include a control in this study to verify the data. (B) The amount of data collected from each habitat was too small to be accurate. (C) Conclusions about mice at the study site may not accurately represent other populations in Arizona. (D) Environmental conditions at the study site may be similar to environmental conditions in other parts of Arizona",science,Test
AIMS_2008_8_2,2,1,D,1,1,AIMS,8,2008,Lee is planning an experiment to compare the velocity (v=d/t) of four objects with different masses and shapes when they are dropped from different heights. Lee must use only equipment from the diagram below to conduct his experiment. {img:images/States2017/AZ/AZ_Gr8_2008_6.png} Which pieces of equipment are needed to calculate the velocity of a falling object? (A) stopwatch and balance (B) speedometer and magnet (C) compass and tape measure (D) tape measure and stopwatch,science,Test
AIMS_2008_8_3,3,1,D,1,1,AIMS,8,2008,"Lee is planning an experiment to compare the velocity (v=d/t) of four objects with different masses and shapes when they are dropped from different heights. Lee must use only equipment from the diagram below to conduct his experiment. {img:images/States2017/AZ/AZ_Gr8_2008_6.png} During this experiment, which action would most likely lead to a measurement error? (A) recording data in a table (B) counting down before releasing the object (C) conducting multiple trials from each height (D) using different hand positions to release each object",science,Test
LEAP_2004_8_10400,10400,1,C,1,1,Louisiana Educational Assessment Program,8,2004,"Use the information in the box below to answer the question. {img:images/States2017/LA/LA_Gr8_2004_5.png} Which items are necessary for Pierre to build a correct model of the ramp? (A) the stopwatch and the ball only (B) the meter stick and the board only (C) the meter stick, the board, and the blocks of wood only (D) the board, the blocks of wood, and the ball only",science,Test
LEAP_2005_8_10405,10405,1,D,1,1,Louisiana Educational Assessment Program,8,2005,"Use the information and the table below to answer the following question. Corey found that when he added a certain chemical to water, the water would heat up. He then performed an experiment in which he mixed different amounts of the chemical with water in a test tube and measured the temperature of the water. The results of his experiment are shown in the table below. {img:images/States2017/LA/LA_Gr8_2005_2.png} Which of these is a valid conclusion based on the results of Corey's experiment? (A) Adding more of the chemical will always heat the water to a greater temperature. (B) The chemical always heats water to the same temperature. (C) The temperature of water is not affected by the amount of the chemical. (D) Adding more of the chemical will heat the water but only up to a certain temperature.",science,Test
LEAP_2005_8_10406,10406,1,D,1,1,Louisiana Educational Assessment Program,8,2005,Use the picture below to answer the following question. {img:images/States2017/LA/LA_Gr8_2005_1.png} The cactus plant shown above lives in a desert environment. Which characteristic of this plant could be found in many other desert plants? (A) a deep root system for gathering water (B) lush growth that serves to trap water if it rains (C) broad leaves that protect the plants from the hot sun (D) leaves and stems that are adapted to conserve water,science,Test
LEAP_2007_8_10422,10422,1,D,1,1,Louisiana Educational Assessment Program,8,2007,A beam of light is shining on the surface of a liquid. Which diagram shows what happens when the light is reflected by the liquid? (A) {img:images/States2017/LA/LA_Gr8_2007_2.png} (B) {img:images/States2017/LA/LA_Gr8_2007_3.png} (C) {img:images/States2017/LA/LA_Gr8_2007_4.png} (D) {img:images/States2017/LA/LA_Gr8_2007_5.png},science,Test
LEAP_2008_8_10427,10427,1,C,1,1,Louisiana Educational Assessment Program,8,2008,Use the graph below to answer the question. {img:images/States2017/LA/LA_Gr8_2008_1.png} The graph shows the results of a photosynthesis investigation on algae. Which question was the scientist most likely studying? (A) Why is the rate of photosynthesis different in high light intensity from low light intensity? (B) Why does increasing the light intensity increase the rate of photosynthesis in algae? (C) How is the rate of photosynthesis in algae at two light intensities affected by different temperature? (D) How does increasing the rate of photosynthesis in algae change its temperature?,science,Test
LEAP_2008_8_10428,10428,1,B,1,1,Louisiana Educational Assessment Program,8,2008,Use the graph below to answer the question. {img:images/States2017/LA/LA_Gr8_2008_2.png} The graph above shows how a white-tailed deer population recovered over a ten-year period after a population crash. Wolves in the same area feed primarily on deer. Which graph shows the most likely change in wolf population for the same ten-year period? (A) {img:images/States2017/LA/LA_Gr8_2008_3.png} (B) {img:images/States2017/LA/LA_Gr8_2008_4.png} (C) {img:images/States2017/LA/LA_Gr8_2008_5.png} (D) {img:images/States2017/LA/LA_Gr8_2008_6.png},science,Test
LEAP_2009_8_10433,10433,1,D,1,1,Louisiana Educational Assessment Program,8,2009,Which diagram below illustrates the absorption of light energy? (A) {img:images/States2017/LA/LA_Gr8_2009_1.png} (B) {img:images/States2017/LA/LA_Gr8_2009_2.png} (C) {img:images/States2017/LA/LA_Gr8_2009_3.png} (D) {img:images/States2017/LA/LA_Gr8_2009_4.png},science,Test
LEAP_2011_8_10438,10438,1,B,1,1,Louisiana Educational Assessment Program,8,2011,Use the graph below to answer the question. {img:images/States2017/LA/LA_Gr8_2011_1.png} The graph shows the distance traveled by a cyclist on a six-hour trip. During which time was the cyclist's speed the greatest? (A) between hours 0 and 2 (B) between hours 2 and 3 (C) between hours 3 and 4 (D) between hours 4 and 6,science,Test
LEAP_2012_8_10444,10444,1,B,1,1,Louisiana Educational Assessment Program,8,2012,Use the diagram below to answer the question. {img:images/States2017/LA/LA_Gr8_2012_1.png} Lana had four equal-size blocks. She used a balance to find that the mass of one block is 12.2 grams. Lana predicted the mass of all four blocks to be 48.8 grams. She found the mass of all four blocks is 50.3 grams. Which conclusion is best supported by these observations? (A) Lana made a poor prediction. (B) At least one block has a different mass. (C) At least one block has a different volume. (D) Lana needs to use a more precise balance.,science,Test
LEAP__7_1,1,1,D,1,1,Louisiana Educational Assessment Program,7,?,"Materials Exchange from Blood The blood has the job of moving materials such as food molecules, vitamins, water, gases, and waste products through the body. Cells throughout the body exchange many substances with blood. However, some organs also move materials into and out of the blood. Diagrams 1 and 2 below show parts of the lungs and small intestine. The main function of each of these organs is to move materials into or out of the blood. Some organs specialize in moving materials needed by the body into the blood. For example, molecules from digested food travel from the small intestine into the bloodstream. The blood then carries these food molecules throughout the body. This process enables cells in other parts of the body, like the brain, bones, muscles, and skin, to receive the nutrients they need to function. Some organs specialize in helping the body get rid of waste products. Waste molecules are created by all cells in the body. The blood collects waste and carries it to organs that help the body get rid of the waste materials. These organs, such as the kidneys, have specialized structures that allow them to filter wastes out of the blood while keeping useful materials in. This ability to filter and remove wastes is important for all life. 1. Alveoli in Lungs {img:images/States2017/LA/LA_no_year_7thGr_9.png} 2. Villi in Small Intestine {img:images/States2017/LA/LA_no_year_7thGr_10.png} The table shows the percent of important gases in inhaled air and exhaled air. {img:images/States2017/LA/LA_no_year_7thGr_11.png} Which model shows how gases are exchanged in the alveoli in the lungs? (A) {img:images/States2017/LA/LA_no_year_7thGr_12.png} (B) {img:images/States2017/LA/LA_no_year_7thGr_13.png} (C) {img:images/States2017/LA/LA_no_year_7thGr_14.png} (D) {img:images/States2017/LA/LA_no_year_7thGr_15.png}",science,Test
LEAP__7_10358,10358,1,B,1,1,Louisiana Educational Assessment Program,7,?,Use this diagram to answer the question. {img:images/States2017/LA/LA_no_year_7thGr_5.png} Which arrow points to an organ directly involved in the exchange of gases between a human and his or her environment? (A) arrow A (B) arrow B (C) arrow C (D) arrow D,science,Test
LEAP__7_10359,10359,1,B,1,1,Louisiana Educational Assessment Program,7,?,Use this dichotomous key to answer the question. {img:images/States2017/LA/LA_no_year_7thGr_7.png} Trish constructed a dichotomous key to help identify the reptiles and amphibians living in a certain area. Which phrase describes a lizard? (A) an animal with scaly skin and a shell but no external gills (B) an animal with scaly skin and legs but no shell (C) an animal with legs and coastal grooves but no tail (D) an animal with external gills and a tail but no coastal grooves,science,Test
LEAP__7_10360,10360,1,C,1,1,Louisiana Educational Assessment Program,7,?,"Use the graph below to answer the question. {img:images/States2017/LA/LA_no_year_7thGr_8.png} The graph above shows the population of a rabbits in a field over a seven-year period. Based on the data, what is the approximate carrying capacity in the field for rabbits? (A) 200 (B) 400 (C) 500 (D) 600",science,Test
LEAP__7_10362,10362,1,D,1,1,Louisiana Educational Assessment Program,7,?,"Use the data table below to answer the question. {img:images/States2017/LA/LA_no_year_7thGr_3.png} A scientist studied two species of sea snail and recorded the physical characteristics in the data table. Which conclusion about the data is based on correct reasoning? (A) If a snail she studied had a brown shell, then it was a red foot snail. (B) If a snail she studied had a brown shell, then it had a white underside. (C) If a snail she studied was 125 millimeters long, then it was red foot snail. (D) If a snail she studied was 175 millimeters long, then it had a white underside.",science,Test
LEAP__7_10363,10363,1,D,1,1,Louisiana Educational Assessment Program,7,?,Use this data chart to answer the question. {img:images/States2017/LA/LA_no_year_7thGr_1.png} Which question is the experiment most likely designed to answer? (A) What are the effects of water on plant growth? (B) What amount of fertilizer is best to use for plants? (C) How does the height of a plant affect how much sunlight it needs? (D) How does the amount of sunlight a plant receives affect its growth?,science,Test
LEAP__7_10364,10364,1,D,1,1,Louisiana Educational Assessment Program,7,?,"Use this Punnett square to answer the question. {img:images/States2017/LA/LA_no_year_7thGr_6.png} In Horse's, the gene for white hair (W) is dominant to the gene for non-white hair (w). A horse with genotype (WW) was crossed with a horse with genotype (ww), as shown in the Punnett square. What fraction of the offspring should be expected to have white hair? (A) none (B) one-half (C) three-quarters (D) all",science,Test
LEAP__7_2,2,1,B,1,1,Louisiana Educational Assessment Program,7,?,"Materials Exchange from Blood The blood has the job of moving materials such as food molecules, vitamins, water, gases, and waste products through the body. Cells throughout the body exchange many substances with blood. However, some organs also move materials into and out of the blood. Diagrams 1 and 2 below show parts of the lungs and small intestine. The main function of each of these organs is to move materials into or out of the blood. Some organs specialize in moving materials needed by the body into the blood. For example, molecules from digested food travel from the small intestine into the bloodstream. The blood then carries these food molecules throughout the body. This process enables cells in other parts of the body, like the brain, bones, muscles, and skin, to receive the nutrients they need to function. Some organs specialize in helping the body get rid of waste products. Waste molecules are created by all cells in the body. The blood collects waste and carries it to organs that help the body get rid of the waste materials. These organs, such as the kidneys, have specialized structures that allow them to filter wastes out of the blood while keeping useful materials in. This ability to filter and remove wastes is important for all life. 1. Alveoli in Lungs {img:images/States2017/LA/LA_no_year_7thGr_9.png} 2. Villi in Small Intestine {img:images/States2017/LA/LA_no_year_7thGr_10.png} Food that is being digested passes from the stomach to the small intestine. There, it mixes with digestive juices such as bile and pancreatic enzymes. Bile helps the body absorb fat while the pancreatic enzymes are capable of digesting carbohydrates, fats, and proteins. During digestion, these juices flow to the small intestine and combine with additional materials to further break down food. Afterwards, the molecules from the digested food are moved into the bloodstream. Which diagram shows how these structures work together to help digest food? (A) {img:images/States2017/LA/LA_no_year_7thGr_16.png} (B) {img:images/States2017/LA/LA_no_year_7thGr_17.png} (C) {img:images/States2017/LA/LA_no_year_7thGr_18.png} (D) {img:images/States2017/LA/LA_no_year_7thGr_19.png}",science,Test
LEAP__7_3,3,1,D,1,1,Louisiana Educational Assessment Program,7,?,"Materials Exchange from Blood The blood has the job of moving materials such as food molecules, vitamins, water, gases, and waste products through the body. Cells throughout the body exchange many substances with blood. However, some organs also move materials into and out of the blood. Diagrams 1 and 2 below show parts of the lungs and small intestine. The main function of each of these organs is to move materials into or out of the blood. Some organs specialize in moving materials needed by the body into the blood. For example, molecules from digested food travel from the small intestine into the bloodstream. The blood then carries these food molecules throughout the body. This process enables cells in other parts of the body, like the brain, bones, muscles, and skin, to receive the nutrients they need to function. Some organs specialize in helping the body get rid of waste products. Waste molecules are created by all cells in the body. The blood collects waste and carries it to organs that help the body get rid of the waste materials. These organs, such as the kidneys, have specialized structures that allow them to filter wastes out of the blood while keeping useful materials in. This ability to filter and remove wastes is important for all life. 1. Alveoli in Lungs {img:images/States2017/LA/LA_no_year_7thGr_9.png} 2. Villi in Small Intestine {img:images/States2017/LA/LA_no_year_7thGr_10.png} Which flowchart shows a likely path of a waste molecule through the body? (A) skin cell -> blood -> kidney -> large intestine -> rectum -> out of body (B) muscle cell -> blood -> liver -> blood -> lung -> out of body (C) bone cell -> blood -> liver -> gallbladder -> rectum -> out of body (D) brain cell -> blood -> kidney -> urine -> bladder -> out of body",science,Test
LEAP__7_4,4,1,A,1,1,Louisiana Educational Assessment Program,7,?,"Materials Exchange from Blood The blood has the job of moving materials such as food molecules, vitamins, water, gases, and waste products through the body. Cells throughout the body exchange many substances with blood. However, some organs also move materials into and out of the blood. Diagrams 1 and 2 below show parts of the lungs and small intestine. The main function of each of these organs is to move materials into or out of the blood. Some organs specialize in moving materials needed by the body into the blood. For example, molecules from digested food travel from the small intestine into the bloodstream. The blood then carries these food molecules throughout the body. This process enables cells in other parts of the body, like the brain, bones, muscles, and skin, to receive the nutrients they need to function. Some organs specialize in helping the body get rid of waste products. Waste molecules are created by all cells in the body. The blood collects waste and carries it to organs that help the body get rid of the waste materials. These organs, such as the kidneys, have specialized structures that allow them to filter wastes out of the blood while keeping useful materials in. This ability to filter and remove wastes is important for all life. 1. Alveoli in Lungs {img:images/States2017/LA/LA_no_year_7thGr_9.png} 2. Villi in Small Intestine {img:images/States2017/LA/LA_no_year_7thGr_10.png} A student made this model of the human respiratory system from a plastic soda bottle. {img:images/States2017/LA/LA_no_year_7thGr_20.png} Which sentences best explain how the model can be used to show how different parts of the respiratory system work together? (A) Balloon 1 represents the lungs and balloon 2 represents the diaphragm. Pulling balloon 2 down shows how the diaphragm causes air to enter the lungs. (B) Balloon 1 represents an alveolus and balloon 2 represents a capillary. The bottle shows that the alveolus and capillary must be close together for gases to move between them. (C) The bottle represents the lungs and the straw represents the larynx. Squeezing and letting go of the bottle shows how the lungs push air into and out of themselves. (D) The bottle represents the ribs and the straw represents the windpipe. Squeezing the bottle shows how the ribs help push air out of the lungs.",science,Test
LEAP__8_10371,10371,1,B,1,1,Louisiana Educational Assessment Program,8,?,Use the diagrams below of an animal cell and a plant cell to answer the question. {img:images/States2017/LA/LA_no_year_8thGr_4.png} Features of plant cells that clearly make them different from animal cells are (A) a larger nucleus and fewer chromosomes. (B) a rigid cell wall and chloroplasts. (C) more cytoplasm and smaller vacuoles. (D) a changing size and indefinite shape.,science,Test
LEAP__8_10372,10372,1,C,1,1,Louisiana Educational Assessment Program,8,?,"Use the information and table below to answer the question. Mabel read that regular heavy watering promotes growth in sunflower plants. She planted 6 plots of sunflowers with 5 plants each and watered each plot with a different amount of water. The table shows her results. {img:images/States2017/LA/LA_no_year_8thGr_2.png} Which of these statements represents Mabel's revised understanding of sunflower growth? (A) Heavy watering on a regular schedule promotes sunflower growth. (B) Some plants respond better to watering, while others respond better to light. (C) Water promotes growth up to a point, beyond which it stunts growth. (D) Some sunflower plants need less water than others.",science,Test
LEAP__8_10373,10373,1,D,1,1,Louisiana Educational Assessment Program,8,?,"Use the diagram below to answer the question. {img:images/States2017/LA/LA_no_year_8thGr_7.png} Based on the diagram, which process explains why less dense, hot magma rises to the surface to displace more dense, cooler magma? (A) conduction (B) diffusion (C) radiation (D) convection",science,Test
LEAP__8_10375,10375,1,D,1,1,Louisiana Educational Assessment Program,8,?,"Use the information and the table below to answer the question. Corey found that when he added a certain chemical to water, the water would heat up. He then performed an experiment in which he mixed different amounts of the chemical with water in a test tube and measured the temperature of the water. The results of his experiment are shown in the table below. {img:images/States2017/LA/LA_no_year_8thGr_1.png} Which of these is a valid conclusion based on the results of Corey's experiment? (A) Adding more of the chemical will always heat the water to a greater temperature. (B) The chemical always heats water to the same temperature. (C) The temperature of water is not affected by the amount of the chemical. (D) Adding more of the chemical will heat the water but only up to a certain temperature.",science,Test
LEAP__8_10376,10376,1,D,1,1,Louisiana Educational Assessment Program,8,?,Use the picture below to answer the question. {img:images/States2017/LA/LA_no_year_8thGr_6.png} The cactus plant shown above lives in a desert environment. Which characteristic of this plant could be found in many other desert plants? (A) a deep root system for gathering water (B) lush growth that serves to trap water if it rains (C) broad leaves that protect the plants from the hot sun (D) leaves and stems that are adapted to conserve water,science,Test
MCAS_1998_8_1,1,1,C,1,1,MCAS,8,1998,"{img:images/States2017/Mass/Mass_8thGr_1998_1.png} For elements listed in the same columns of the periodic chart, which property increases moving from top to bottom? (A) concentration (B) half-life (C) atomic weight (D) hardness",science,Test
MCAS_1998_8_15,15,1,C,1,1,MCAS,8,1998,{img:images/States2017/Mass/Mass_8thGr_1998_6.png} Which of the substances shown in the chart could be sugar? (A) Substance W (B) Substance X (C) Substance Y (D) Substance Z,science,Test
MCAS_1998_8_17,17,1,D,1,1,MCAS,8,1998,"Juan wanted to know if fertilizer could help him grow more tomatoes. He divided his garden into three equal areas and used different amounts of fertilizer in each area. At the end of the summer, Juan concluded that fertilizer helped grow more tomatoes but that too much fertilizer was harmful. Which graph shows the effects of fertilizer on the number of tomatoes produced? (A) {img:images/States2017/Mass/Mass_8thGr_1998_7.png} (B) {img:images/States2017/Mass/Mass_8thGr_1998_8.png} (C) {img:images/States2017/Mass/Mass_8thGr_1998_9.png} (D) {img:images/States2017/Mass/Mass_8thGr_1998_10.png}",science,Test
MCAS_1998_8_23,23,1,B,1,1,MCAS,8,1998,"What type of transportation, shown below, existed in the United States first? (A) {img:images/States2017/Mass/Mass_8thGr_1998_13.png} (B) {img:images/States2017/Mass/Mass_8thGr_1998_14.png} (C) {img:images/States2017/Mass/Mass_8thGr_1998_15.png} (D) {img:images/States2017/Mass/Mass_8thGr_1998_16.png}",science,Test
MCAS_1998_8_3,3,1,D,1,1,MCAS,8,1998,"According to the graphs, there were fewer squirrels per square mile in 1995 than in 1990. Based on information in the graphs, the most likely reason for the change in squirrel population is that {img:images/States2017/Mass/Mass_8thGr_1998_2.png} (A) less food was available for the squirrels in 1995 than in 1990. (B) more food was available for the squirrels in 1995 than in 1990. (C) there were fewer predators in 1995 than in 1990. (D) there were more predators in 1995 than in 1990.",science,Test
MCAS_1999_8_12,12,1,B,1,1,MCAS,8,1999,Use the diagram below to answer the question. {img:images/States2017/Mass/Mass_8thGr_1999_4.png} A ray of light shines on a mirror at the angle shown above. Which diagram shows what will happen to the light after it strikes the mirror? (A) {img:images/States2017/Mass/Mass_8thGr_1999_5.png} (B) {img:images/States2017/Mass/Mass_8thGr_1999_6.png} (C) {img:images/States2017/Mass/Mass_8thGr_1999_7.png} (D) {img:images/States2017/Mass/Mass_8thGr_1999_8.png},science,Test
MCAS_1999_8_18,18,1,A,1,1,MCAS,8,1999,"Use the information and diagram below to answer the question. The diagram shows a toy submarine being held beneath the water surface. The submarine has a weight of 0.5 newton (N). A buoyant force of 0.8 newton (N) is also exerted on the submarine. {img:images/States2017/Mass/Mass_8thGr_1999_10.png} What will happen to the submarine when it is released? (A) It will rise to the surface. (B) It will sink directly to the bottom. (C) It will surface, then sink to the bottom. (D) It will remain stationary.",science,Test
MCAS_1999_8_19,19,1,B,1,1,MCAS,8,1999,"If you wanted to filter a sample of dirty water to remove as much of the dirt as possible, which filter would be best to use? (A) {img:images/States2017/Mass/Mass_8thGr_1999_11.png} (B) {img:images/States2017/Mass/Mass_8thGr_1999_12.png} (C) {img:images/States2017/Mass/Mass_8thGr_1999_13.png} (D) {img:images/States2017/Mass/Mass_8thGr_1999_14.png}",science,Test
