questionID,originalQuestionID,totalPossiblePoint,AnswerKey,isMultipleChoiceQuestion,includesDiagram,examName,schoolGrade,year,question,subject,category
TAKS_2009_5_15,15,1,C,1,1,TAKS,5,2009,"Some students added 500 milliliters of water to equal amounts of four different samples of soil. In this investigation, which sample of soil held the most water? (A) {img:images/StatesDMC-DA/TAKS/5thGr/TX-5-2009-11.png} (B) {img:images/StatesDMC-DA/TAKS/5thGr/TX-5-2009-12.png} (C) {img:images/StatesDMC-DA/TAKS/5thGr/TX-5-2009-13.png} (D) {img:images/StatesDMC-DA/TAKS/5thGr/TX-5-2009-14.png}",,Test
TAKS_2009_5_16,16,1,D,1,1,TAKS,5,2009,The pictures below show how the monarch butterfly uses the milkweed plant. {img:images/StatesDMC-DA/TAKS/5thGr/TX-5-2009-15.png} Which picture shows the stage at which the monarch butterfly helps the milkweed plant reproduce? (A) Q (B) R (C) S (D) T,,Test
TAKS_2009_5_27,27,1,B,1,1,TAKS,5,2009,"{img:images/StatesDMC-DA/TAKS/5thGr/TX-5-2009-22.png} According to the table shown above, elk most likely compete with which organisms for food? (A) Bobcats (B) Bighorn sheep (C) Bacteria (D) Bronze frogs",,Test
TAKS_2009_5_3,3,1,D,1,1,TAKS,5,2009,"{img:images/StatesDMC-DA/TAKS/5thGr/TX-5-2009-1.png} A student plays the cymbals in a band. When the cymbals are hit together, a loud sound is produced. The force of the cymbals hitting each other produces sound because - (A) metal conducts heat (B) energy is absorbed (C) metal is magnetic (D) air vibrates",,Test
TAKS_2009_5_31,31,1,B,1,1,TAKS,5,2009,{img:images/StatesDMC-DA/TAKS/5thGr/TX-5-2009-23.png} Which of the following features is best modeled in the diagram above? (A) Island (B) Glacier (C) River (D) Volcano,,Test
TAKS_2009_5_40,40,1,A,1,1,TAKS,5,2009,"{img:images/StatesDMC-DA/TAKS/5thGr/TX-5-2009-27.png} The picture shows the label for a new product. Based on the label, the reader can conclude that the tablets - (A) were made for children (B) have different flavors (C) are easy to chew (D) have a pleasant taste",,Test
TAKS_2009-A_5_15,15,1,C,1,1,TAKS,5,2009-A,Look at the advertisement below. It shows how much calcium a person needs for growing strong bones and teeth. {img:images/StatesDMC-DA/TAKS/5thGr/TX-5-2009-33.png} In which of these age groups do a person's teeth and bones most likely grow the most? (A) 1-3 (B) 4-8 (C) 9-18,,Test
TAKS_2009-A_5_18,18,1,B,1,1,TAKS,5,2009-A,Look at the bar graph below. It shows the total amount of rainfall in three different cities for one year. {img:images/StatesDMC-DA/TAKS/5thGr/TX-5-2009-34.png} Which city had the driest year? (A) R (B) S (C) T,,Test
TAKS_2009-A_5_20,20,1,B,1,1,TAKS,5,2009-A,{img:images/StatesDMC-DA/TAKS/5thGr/TX-5-2009-35.png} Ten hours ago the towel shown above was wet. Now it is dry. This is the result of - (A) respiration (B) evaporation (C) precipitation,,Test
TAKS_2009-A_5_23,23,1,B,1,1,TAKS,5,2009-A,"Look at the picture of the tree rings R, S, and T below. Each tree ring shows how much the tree grew in one year. {img:images/StatesDMC-DA/TAKS/5thGr/TX-5-2009-37.png} Which tree ring shows the least amount of growth for the year? (A) R (B) S (C) T",,Test
TAKS_2009-A_5_24,24,1,B,1,1,TAKS,5,2009-A,A teacher showed the science class a globe like the one below. {img:images/StatesDMC-DA/TAKS/5thGr/TX-5-2009-38.png} What can be learned about Earth by studying a globe like this? (A) The actual size of Earth (B) The location of landmasses on Earth (C) The distance between Earth and the sun,,Test
TAKS_2009-A_5_26,26,1,B,1,1,TAKS,5,2009-A,Look at the plants below. {img:images/StatesDMC-DA/TAKS/5thGr/TX-5-2009-39.png} What is the most likely reason Plant 1 looks different from Plant 2? (A) Plant 1 received more oxygen. (B) Plant 1 received more water. (C) Plant 1 received fewer minerals.,,Test
TAKS_2009-A_5_30,30,1,C,1,1,TAKS,5,2009-A,Look at the thermometer below. {img:images/StatesDMC-DA/TAKS/5thGr/TX-5-2009-41.png} What is the temperature reading on this thermometer? (A) 34°C (B) 25°C (C) 22°C,,Test
VASoL_2007_3_12,12,1,D,1,1,Virginia Standards of Learning - Science,3,2007,{img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2007-11.png} Which graph BEST shows how many of each fish are in the tank? (A) {img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2007-12.png} (B) {img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2007-13.png} (C) {img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2007-14.png} (D) {img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2007-15.png},,Test
VASoL_2007_3_14,14,1,B,1,1,Virginia Standards of Learning - Science,3,2007,"Salamanders have a tail, smooth skin, and feet with no claws. Which of these animals is a salamander? (A) {img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2007-16.png} (B) {img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2007-17.png} (C) {img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2007-18.png} (D) {img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2007-19.png}",,Test
VASoL_2007_3_20,20,1,A,1,1,Virginia Standards of Learning - Science,3,2007,Which diagram shows a back-and-forth motion? (A) {img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2007-26.png} (B) {img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2007-27.png} (C) {img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2007-28.png} (D) {img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2007-29.png},,Test
VASoL_2007_3_21,21,1,D,1,1,Virginia Standards of Learning - Science,3,2007,"{img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2007-30.png} The drawing compares the size of four different birds. How would you arrange the birds in order from smallest to largest? (A) Cardinal, sparrow, crow, dove (B) Sparrow, cardinal, crow, dove (C) Crow, cardinal, dove, sparrow (D) Sparrow, cardinal, dove, crow",,Test
VASoL_2007_3_25,25,1,C,1,1,Virginia Standards of Learning - Science,3,2007,Which of these graduated cylinders contains 16 mL of water? (A) {img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2007-32.png} (B) {img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2007-33.png} (C) {img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2007-34.png} (D) {img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2007-35.png},,Test
VASoL_2007_3_38,38,1,D,1,1,Virginia Standards of Learning - Science,3,2007,{img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2007-47.png} Which word tells how a lasagna noodle looks compared to a spaghetti noodle? (A) Longer (B) Lighter (C) Smaller (D) Wider,,Test
VASoL_2007_3_39,39,1,B,1,1,Virginia Standards of Learning - Science,3,2007,"An experiment tests how many minutes students take to finish their lunches in the school cafeteria. The chart shows the average times for grades 3, 4, 5, and 6. {img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2007-48.png} At which grade level do the students spend MOST of the 30-minute lunch period eating their lunches? (A) Grade 3 (B) Grade 4 (C) Grade 5 (D) Grade 6",,Test
VASoL_2007_3_40,40,1,D,1,1,Virginia Standards of Learning - Science,3,2007,Which picture shows the way that two magnets will attract? (A) {img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2007-49.png} (B) {img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2007-50.png} (C) {img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2007-51.png} (D) {img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2007-52.png},,Test
VASoL_2007_5_1,1,1,C,1,1,Virginia Standards of Learning - Science,5,2007,{img:images/StatesDMC-DA/Virginia/5thGr/VA-5-2007-1.png} The picture shows a limestone building block. Which of these best shows that the limestone was formed from ocean sediments? (A) The position of the fossils (B) The number of fossils (C) The type of fossils (D) The size of the fossils,,Test
VASoL_2007_5_14,14,1,C,1,1,Virginia Standards of Learning - Science,5,2007,{img:images/StatesDMC-DA/Virginia/5thGr/VA-5-2007-14.png} The motion of Earth around the Sun most affects the - (A) timing of tides (B) length of a month (C) cycle of the seasons (D) phases of the Moon,,Test
VASoL_2007_5_19,19,1,A,1,1,Virginia Standards of Learning - Science,5,2007,{img:images/StatesDMC-DA/Virginia/5thGr/VA-5-2007-17.png} Many species of ocean organisms live in coral reefs. The map shows that most coral reefs are found near the equator. What does the location of coral reefs suggest about coral organisms? (A) Corals need warm seawater to survive. (B) Corals mostly live around volcanic islands. (C) Ocean currents keep corals from migrating. (D) Most ocean waters are too deep for corals.,,Test
VASoL_2007_5_2,2,1,A,1,1,Virginia Standards of Learning - Science,5,2007,{img:images/StatesDMC-DA/Virginia/5thGr/VA-5-2007-2.png} How is the use of sound waves helpful to this whale? (A) It helps the whale locate food. (B) It makes the water warmer. (C) It makes it easier to obtain oxygen. (D) It signals fish to move out of the whale's path,,Test
VASoL_2007_5_24,24,1,D,1,1,Virginia Standards of Learning - Science,5,2007,{img:images/StatesDMC-DA/Virginia/5thGr/VA-5-2007-23.png} The shale layers in the drawing were broken and separated by movement along the fault. What also most likely occurred as these rock layers moved along the fault? (A) Formation of deep caves (B) Erosion of lower layers (C) Volcanic eruption (D) Earthquake,,Test
VASoL_2007_5_25,25,1,B,1,1,Virginia Standards of Learning - Science,5,2007,"A class prepared some electric circuits using a battery, connecting wires, and three light bulbs. Which of these circuits can make the three bulbs light? (A) {img:images/StatesDMC-DA/Virginia/5thGr/VA-5-2007-24.png} (B) {img:images/StatesDMC-DA/Virginia/5thGr/VA-5-2007-25.png} (C) {img:images/StatesDMC-DA/Virginia/5thGr/VA-5-2007-26.png} (D) {img:images/StatesDMC-DA/Virginia/5thGr/VA-5-2007-27.png}",,Test
VASoL_2007_5_32,32,1,A,1,1,Virginia Standards of Learning - Science,5,2007,{img:images/StatesDMC-DA/Virginia/5thGr/VA-5-2007-33.png} Which of these would fit best in area 3 of this Venn diagram? (A) Rocky surface (B) Active volcanoes (C) Liquid water present (D) Oxygen in atmosphere,,Test
VASoL_2007_5_36,36,1,C,1,1,Virginia Standards of Learning - Science,5,2007,{img:images/StatesDMC-DA/Virginia/5thGr/VA-5-2007-36.png} Which of these is probably the slowest fish? (A) {img:images/StatesDMC-DA/Virginia/5thGr/VA-5-2007-37.png} (B) {img:images/StatesDMC-DA/Virginia/5thGr/VA-5-2007-38.png} (C) {img:images/StatesDMC-DA/Virginia/5thGr/VA-5-2007-39.png} (D) {img:images/StatesDMC-DA/Virginia/5thGr/VA-5-2007-40.png},,Test
VASoL_2007_5_4,4,1,C,1,1,Virginia Standards of Learning - Science,5,2007,Which of these animals is most likely to form a fossil? (A) {img:images/StatesDMC-DA/Virginia/5thGr/VA-5-2007-4.png} (B) {img:images/StatesDMC-DA/Virginia/5thGr/VA-5-2007-5.png} (C) {img:images/StatesDMC-DA/Virginia/5thGr/VA-5-2007-6.png} (D) {img:images/StatesDMC-DA/Virginia/5thGr/VA-5-2007-7.png},,Test
VASoL_2007_5_40,40,1,B,1,1,Virginia Standards of Learning - Science,5,2007,Which of these cells most likely came from a plant? (A) {img:images/StatesDMC-DA/Virginia/5thGr/VA-5-2007-41.png} (B) {img:images/StatesDMC-DA/Virginia/5thGr/VA-5-2007-42.png} (C) {img:images/StatesDMC-DA/Virginia/5thGr/VA-5-2007-43.png} (D) {img:images/StatesDMC-DA/Virginia/5thGr/VA-5-2007-44.png},,Test
VASoL_2008_3_1,1,1,C,1,1,Virginia Standards of Learning - Science,3,2008,{img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2008-1.png} A student holds a model of Earth that can rotate on a stick. Another student shines a flashlight on the model as it turns. This model is MOST likely used to show - (A) high and low tides (B) seasons changing (C) day and night (D) phases of the Moon,,Test
VASoL_2008_3_10,10,1,D,1,1,Virginia Standards of Learning - Science,3,2008,Which of these contains the coldest water? (A) {img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2008-13.png} (B) {img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2008-14.png} (C) {img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2008-15.png} (D) {img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2008-16.png},,Test
VASoL_2008_3_11,11,1,A,1,1,Virginia Standards of Learning - Science,3,2008,{img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2008-17.png} These living things are in a pond food chain. Which of these are producers? (A) Algae (B) Dragonflies (C) Frogs (D) Snakes,,Test
VASoL_2008_3_12,12,1,D,1,1,Virginia Standards of Learning - Science,3,2008,Which animal looked MOST like its parents when it hatched? (A) {img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2008-18.png} (B) {img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2008-19.png} (C) {img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2008-20.png} (D) {img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2008-21.png},,Test
VASoL_2008_3_19,19,1,D,1,1,Virginia Standards of Learning - Science,3,2008,A student looks at a leaf and writes down how it looks. Which of these BEST matches the leaf the student looked at? {img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2008-31.png} (A) {img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2008-32.png} (B) {img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2008-33.png} (C) {img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2008-34.png} (D) {img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2008-35.png},,Test
VASoL_2008_3_23,23,1,B,1,1,Virginia Standards of Learning - Science,3,2008,Which picture BEST shows a learned behavior in a dog? (A) {img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2008-36.png} (B) {img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2008-37.png} (C) {img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2008-38.png} (D) {img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2008-39.png},,Test
VASoL_2008_3_37,37,1,B,1,1,Virginia Standards of Learning - Science,3,2008,{img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2008-47.png} Which of the following is one nonliving part in the habitat of a bluebird? (A) Insects they eat (B) Air they breathe (C) Hawks that eat them (D) Plants they use for nests,,Test
VASoL_2008_3_6,6,1,A,1,1,Virginia Standards of Learning - Science,3,2008,{img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2008-7.png} Which of these is the BEST title for the picture? (A) How Magnets Attract (B) Using the Sense of Touch (C) How to Measure Distance (D) Using a Magnetic Compass,,Test
VASoL_2008_3_9,9,1,C,1,1,Virginia Standards of Learning - Science,3,2008,{img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2008-12.png} Which is one way the young male cardinal will change as it grows up? (A) It will grow more toes. (B) Its tail feathers will become shorter. (C) It will grow a pointed crest. (D) Its beak will become long and narrow.,,Test
VASoL_2008_5_1,1,1,A,1,1,Virginia Standards of Learning - Science,5,2008,Which picture shows an animal that is most likely found in Virginia forests? (A) {img:images/StatesDMC-DA/Virginia/5thGr/VA-5-2008-1.png} (B) {img:images/StatesDMC-DA/Virginia/5thGr/VA-5-2008-2.png} (C) {img:images/StatesDMC-DA/Virginia/5thGr/VA-5-2008-3.png} (D) {img:images/StatesDMC-DA/Virginia/5thGr/VA-5-2008-4.png},,Test
VASoL_2008_5_13,13,1,B,1,1,Virginia Standards of Learning - Science,5,2008,{img:images/StatesDMC-DA/Virginia/5thGr/VA-5-2008-11.png} Layer A probably formed in an ocean. Which of these is the best clue that layer A formed in an ocean? (A) The thickness of the layer (B) The type of fossils in the layer (C) The position of the layer (D) The density of the layer,,Test
VASoL_2008_5_15,15,1,C,1,1,Virginia Standards of Learning - Science,5,2008,{img:images/StatesDMC-DA/Virginia/5thGr/VA-5-2008-12.png} What is the mass of this mineral? (A) 5 grams (B) 10 grams (C) 15 grams (D) 20 grams,,Test
VASoL_2008_5_17,17,1,C,1,1,Virginia Standards of Learning - Science,5,2008,{img:images/StatesDMC-DA/Virginia/5thGr/VA-5-2008-13.png} The phases of the Moon occur in a certain order. Three phases are shown here. Which is the next phase in the sequence? (A) {img:images/StatesDMC-DA/Virginia/5thGr/VA-5-2008-14.png} (B) {img:images/StatesDMC-DA/Virginia/5thGr/VA-5-2008-15.png} (C) {img:images/StatesDMC-DA/Virginia/5thGr/VA-5-2008-16.png} (D) {img:images/StatesDMC-DA/Virginia/5thGr/VA-5-2008-17.png},,Test
VASoL_2008_5_18,18,1,B,1,1,Virginia Standards of Learning - Science,5,2008,Which of these is the best tool to use when measuring the water depth at the edge of a pond? (A) {img:images/StatesDMC-DA/Virginia/5thGr/VA-5-2008-18.png} (B) {img:images/StatesDMC-DA/Virginia/5thGr/VA-5-2008-19.png} (C) {img:images/StatesDMC-DA/Virginia/5thGr/VA-5-2008-20.png} (D) {img:images/StatesDMC-DA/Virginia/5thGr/VA-5-2008-21.png},,Test
VASoL_2008_5_2,2,1,B,1,1,Virginia Standards of Learning - Science,5,2008,"{img:images/StatesDMC-DA/Virginia/5thGr/VA-5-2008-5.png} The map shows how gypsy moths have spread across Virginia over the years. Based on the map, gypsy moths - (A) live in every state in the United States (B) will be in all of Virginia by 2010 (C) first came to Virginia in 1960 (D) stopped spreading in 1996",,Test
VASoL_2008_5_23,23,1,C,1,1,Virginia Standards of Learning - Science,5,2008,"{img:images/StatesDMC-DA/Virginia/5thGr/VA-5-2008-23.png} Although the mushroom looks like a plant, it is in a different kingdom. The main difference between the fungi kingdom and the plant kingdom is that fungi - (A) use chlorophyll to make sugar (B) have special tissues (C) absorb nutrients from other organisms (D) depend on the Sun for energy",,Test
VASoL_2008_5_27,27,1,D,1,1,Virginia Standards of Learning - Science,5,2008,"{img:images/StatesDMC-DA/Virginia/5thGr/VA-5-2008-28.png} Based on the chart, between which two weeks did the growth pattern of the puppy change? (A) 8-9 weeks (B) 9-10 weeks (C) 10-11 weeks (D) 11-12 weeks",,Test
VASoL_2008_5_3,3,1,D,1,1,Virginia Standards of Learning - Science,5,2008,{img:images/StatesDMC-DA/Virginia/5thGr/VA-5-2008-6.png} A person pushes a box as shown. What is the push most likely to change? (A) The size of the box (B) The mass of the box (C) The color of the box (D) The position of the box,,Test
VASoL_2008_5_32,32,1,D,1,1,Virginia Standards of Learning - Science,5,2008,{img:images/StatesDMC-DA/Virginia/5thGr/VA-5-2008-31.png} Which shows one way that energy flows to birds in this food web? (A) Rodents -> insects -> birds (B) Insects -> plants -> birds (C) Snakes -> rodents -> birds (D) Plants -> rodents -> birds,,Test
VASoL_2008_5_37,37,1,D,1,1,Virginia Standards of Learning - Science,5,2008,Which of these animals has a different body support system than the others? (A) {img:images/StatesDMC-DA/Virginia/5thGr/VA-5-2008-33.png} (B) {img:images/StatesDMC-DA/Virginia/5thGr/VA-5-2008-34.png} (C) {img:images/StatesDMC-DA/Virginia/5thGr/VA-5-2008-35.png} (D) {img:images/StatesDMC-DA/Virginia/5thGr/VA-5-2008-36.png},,Test
VASoL_2008_5_8,8,1,A,1,1,Virginia Standards of Learning - Science,5,2008,{img:images/StatesDMC-DA/Virginia/5thGr/VA-5-2008-10.png} Which number on the diagram shows the wavelength? (A) 1 (B) 2 (C) 3 (D) 4,,Test
VASoL_2009_3_1,1,1,C,1,1,Virginia Standards of Learning - Science,3,2009,{img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2009-1.png} What units would you use to measure the length of this pencil? (A) Grams (B) Kilometers (C) Centimeters (D) Liters,,Test
VASoL_2009_3_14,14,1,A,1,1,Virginia Standards of Learning - Science,3,2009,{img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2009-5.png} A sand dune is shown. Which of these causes sand dunes to form? (A) Winds blowing (B) Plants growing (C) Animals digging (D) Temperatures rising,,Test
VASoL_2009_3_15,15,1,B,1,1,Virginia Standards of Learning - Science,3,2009,{img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2009-6.png} What is the mass of the bottle shown in the picture? (A) 47 grams (B) 53 grams (C) 103 grams (D) 150 grams,,Test
VASoL_2009_3_18,18,1,B,1,1,Virginia Standards of Learning - Science,3,2009,"{img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2009-8.png} In picture 4, what will take the place of the flowers in picture 3? (A) Buds (B) Fruit (C) Leaves (D) Roots",,Test
VASoL_2009_3_19,19,1,C,1,1,Virginia Standards of Learning - Science,3,2009,"Students in a class count their pets. All together, they have seven cats, nine dogs, and three fish. Which graph shows the correct number of pets? (A) {img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2009-9.png} (B) {img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2009-10.png} (C) {img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2009-11.png} (D) {img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2009-12.png}",,Test
VASoL_2009_3_20,20,1,C,1,1,Virginia Standards of Learning - Science,3,2009,Which machine uses a wheel and axle? (A) {img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2009-13.png} (B) {img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2009-14.png} (C) {img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2009-15.png} (D) {img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2009-16.png},,Test
VASoL_2009_3_31,31,1,C,1,1,Virginia Standards of Learning - Science,3,2009,{img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2009-18.png} The picture shows a jar with its lid. What kind of simple machine is a jar lid? (A) Ramp (B) Pulley (C) Screw (D) Wedge,,Test
VASoL_2009_3_34,34,1,B,1,1,Virginia Standards of Learning - Science,3,2009,{img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2009-19.png} Four students measured the distance a ball was kicked. The distances are shown in the table. Which student measured a distance that was much greater than the other measurements? (A) Student 1 (B) Student 2 (C) Student 3 (D) Student 4,,Test
VASoL_2009_3_37,37,1,D,1,1,Virginia Standards of Learning - Science,3,2009,"{img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2009-20.png} Compared to the lawn mower tire, the tractor tire is - (A) smaller (B) thinner (C) lighter (D) rougher",,Test
VASoL_2009_3_38,38,1,A,1,1,Virginia Standards of Learning - Science,3,2009,"{img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2009-21.png} A plant is put in a pot of soil and placed under a table. The plant is given water every week, but it stops growing. The plant MOST likely needs - (A) more light (B) thicker soil (C) cleaner air (D) more space",,Test
VASoL_2009_3_39,39,1,C,1,1,Virginia Standards of Learning - Science,3,2009,Which of these animals is BEST able to live in water? (A) {img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2009-22.png} (B) {img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2009-23.png} (C) {img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2009-24.png} (D) {img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2009-25.png},,Test
VASoL_2009_3_40,40,1,A,1,1,Virginia Standards of Learning - Science,3,2009,"{img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2009-26.png} Which of the following BEST shows the order of events in the life cycle of a bean plant? (A) 2, 3, 4, 1 (B) 3, 4, 2, 1 (C) 1, 2, 4, 3 (D) 1, 4, 3, 2",,Test
VASoL_2009_5_15,15,1,B,1,1,Virginia Standards of Learning - Science,5,2009,"{img:images/StatesDMC-DA/Virginia/5thGr/VA-5-2009-17.png} Based on the food web, which of these is a producer? (A) Eagle (B) Grass (C) Rabbit (D) Sparrow",,Test
VASoL_2009_5_16,16,1,B,1,1,Virginia Standards of Learning - Science,5,2009,Which of these correctly shows how light acts when it hits a mirror? (A) {img:images/StatesDMC-DA/Virginia/5thGr/VA-5-2009-18.png} (B) {img:images/StatesDMC-DA/Virginia/5thGr/VA-5-2009-19.png} (C) {img:images/StatesDMC-DA/Virginia/5thGr/VA-5-2009-20.png} (D) {img:images/StatesDMC-DA/Virginia/5thGr/VA-5-2009-21.png},,Test
VASoL_2009_5_29,29,1,D,1,1,Virginia Standards of Learning - Science,5,2009,"{img:images/StatesDMC-DA/Virginia/5thGr/VA-5-2009-24.png} A student counted the number of Canada geese that have lived on a pond for the past five years. Based on the graph, how many geese will probably live on the pond in year 6? (A) 60 (B) 65 (C) 70 (D) 75",,Test
VASoL_2010_3_16,16,1,A,1,1,Virginia Standards of Learning - Science,3,2010,{img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2010-14.png} What does a weather vane show? (A) Wind direction (B) Air temperature (C) Cloud cover (D) Air pressure,,Test
VASoL_2010_3_23,23,1,D,1,1,Virginia Standards of Learning - Science,3,2010,{img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2010-16.png} Which of these is the BEST title for the group of objects shown? (A) Heavy Objects (B) Rough Objects (C) Wooden Objects (D) Magnetic Objects,,Test
VASoL_2010_3_25,25,1,C,1,1,Virginia Standards of Learning - Science,3,2010,{img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2010-21.png} Students used thermometers to compare temperatures around their school. Which of these is MOST likely the reason it was cooler under a tree than on the playground? (A) The tree blocked the cold wind. (B) A student blocked the wind. (C) Tree leaves blocked some of the sunlight. (D) A cloud blocked the Sun.,,Test
VASoL_2010_3_27,27,1,A,1,1,Virginia Standards of Learning - Science,3,2010,Which of these trees stays green all year? (A) {img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2010-23.png} (B) {img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2010-24.png} (C) {img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2010-25.png} (D) {img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2010-26.png},,Test
VASoL_2010_3_32,32,1,D,1,1,Virginia Standards of Learning - Science,3,2010,{img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2010-29.png} Which of these BEST describes this leaf? (A) Long (B) Square-shaped (C) Round (D) Star-shaped,,Test
VASoL_2010_3_34,34,1,B,1,1,Virginia Standards of Learning - Science,3,2010,Which of these is a compound machine that is a lever and a wedge working together? (A) {img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2010-34.png} (B) {img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2010-35.png} (C) {img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2010-36.png} (D) {img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2010-37.png},,Test
VASoL_2010_3_35,35,1,D,1,1,Virginia Standards of Learning - Science,3,2010,"{img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2010-38.png} Based on the picture of this dog, an observation can be made that this animal - (A) runs fast (B) barks loudly (C) jumps high (D) has spots",,Test
VASoL_2010_3_36,36,1,A,1,1,Virginia Standards of Learning - Science,3,2010,{img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2010-39.png} Which of these may have caused the boulders to break away from the cliff? (A) Weathering (B) Evaporating (C) Depositing (D) Grinding,,Test
VASoL_2010_3_37,37,1,C,1,1,Virginia Standards of Learning - Science,3,2010,{img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2010-40.png} What is the mass of the frog? (A) 39 grams (g) (B) 40 grams (g) (C) 41 grams (g) (D) 42 grams (g),,Test
VASoL_2010_3_4,4,1,B,1,1,Virginia Standards of Learning - Science,3,2010,"{img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2010-2.png} A container was filled with ice cubes. The container was left outside until the ice cubes melted. Based on the picture, how much water came from the melted ice cubes? (A) 3 milliliters (B) 5 milliliters (C) 7 milliliters (D) 10 milliliters",,Test
VASoL_2010_3_40,40,1,B,1,1,Virginia Standards of Learning - Science,3,2010,{img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2010-41.png} This picture BEST shows how - (A) animals use plants for food (B) animals use plants for homes (C) plants get in the way of animals (D) plants keep animals warm in winter,,Test
